State,Location,Address,City,Facility,Hours,Phone.Number,Eligibility,Link,lon,lat,geoAddress
Maine,Anthem Blue Cross,2 Gannett Drive,Portland,Drive-thru,8-8 daily,(207) 358-7400,call first to be pre-screened,https://www.anthem.com/press/maine/anthem-blue-cross-and-blue-shield-in-maine-and-convenientmd-partner-to-open-drive-thru-covid-19-testing-site-in-south-portland/,-70.3514165,43.6336726,"2 gannett dr, south portland, me 04106, usa"
Maine,Walgreens,701 Forest Ave,Portland,Drive-thru,9am-5pm,,No appointment needed.  A valid ID is required.  Bring insurance card if you have one.,,-105.2877689,40.0331419,"701 forest ave, boulder, co 80304, usa"
Maine,ClearChoiceMD Urgent Care,273 Payne Road,Scarborough,Clinic,Daily 8AM\u20146PM,(207) 618-9355,Patients encouraged to save a spot online or schedule a virtual visit,https://ccmdcenters.com/coronavirus2019,-70.3663887,43.6022927,"273 payne rd, scarborough, me 04074, usa"
Maine,CVS Health COVID-19 Testing Site,51 Market Street,South Portland,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-70.2550544,43.6361823,"51 market st, south portland, me 04106, usa"
Maine,Maine Urgent Care,105 Topsham Fair Mall Rd,Topsham,Clinic,Daily 8AM\u20148PM,207-798-6300,Must meet CDC testing criteria,https://www.cmhc.org/about-us/covid-19/,-69.9843564,43.9358504,"105 topsham fair mall rd, topsham, me 04086, usa"
Maine,Inland Hospital,200 Kennedy Memorial Dr,Waterville,Drive-thru,,,pre-screen by provider + calling ahead,,-69.6625689,44.5428876,"200 kennedy memorial dr, waterville, me 04901, usa"
Maryland,Department of Health Annex Building,1 Harry S Truman Parkway,Annapolis,Drive-thru,TTh 10-2,410-222-7256,appt only,https://aahealth.org/aaco-doh-covid-19-clinics-in-annapolis/,-76.5662525,38.9815541,"1 harry s. truman pkwy, annapolis, md 21401, usa"
Maryland,Righttime Medical Care,2114 Generals Highway,Annapolis,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/,-76.5494102,38.9889121,"2114 generals hwy, annapolis, md 21401, usa"
Maryland,CVS Health COVID-19 Testing Site,503 South Cherry Grove Avenue,Annapolis,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-76.5193323,38.9682575,"503 s cherry grove ave, annapolis, md 21401, usa"
Maryland,CVS Health COVID-19 Testing Site,975 Bay Ridge Road,Annapolis,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.4873048,38.9465212,"975 bay ridge rd, annapolis, md 21403, usa"
Maryland,CVS Health COVID-19 Testing Site,1500 Ritchie Highway SWC,Arnold,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.5042774,39.0282002,"1500 ritchie hwy, arnold, md 21012, usa"
Maryland,CVS Health COVID-19 Testing Site,2504 North Charles Street,Baltimore,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-76.6173049,39.3181018,"2504 n charles st, baltimore, md 21218, usa"
Maryland,CVS Health COVID-19 Testing Site,2560 West Franklin Street,Baltimore,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-76.6589258,39.2937671,"2560 w franklin st, baltimore, md 21223, usa"
Maryland,CVS Health COVID-19 Testing Site,9519 Philadelphia Road,Baltimore,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-76.4605182,39.3550935,"9519 philadelphia rd, baltimore, md 21237, usa"
Maryland,CVS Health COVID-19 Testing Site,11100 Baltimore Avenue,Beltsville,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.9073584,39.0354115,"11100 baltimore ave, beltsville, md 20705, usa"
Maryland,Righttime Medical Care,4507 Stanford Street,Bethesda,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/,-77.0904863,38.9788533,"4507 stanford st, chevy chase, md 20815, usa"
Maryland,CVS Health COVID-19 Testing Site,7809 Wisconsin Avenue,Bethesda,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-77.0948025,38.9890377,"7809 wisconsin ave, bethesda, md 20814, usa"
Maryland,Johns Hopkins Suburban Hospital,8600 Old Georgetown Rd,Bethesda,Hospital,24 hours,443-997-9537,Must be pre-screened or have a doctor's referral,https://www.hopkinsmedicine.org/coronavirus/index.html,-77.1104015,38.9978067,"8600 old georgetown rd, bethesda, md 20814, usa"
Maryland,CVS Health COVID-19 Testing Site,1910 Crain Highway,Bowie,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.7184096,38.9168605,"1910 crain hwy, bowie, md 20716, usa"
Maryland,CVS Health COVID-19 Testing Site,6001 Highbridge Road,Bowie,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.77256,38.9729017,"6001 highbridge rd, bowie, md 20720, usa"
Maryland,CVS Health COVID-19 Testing Site,15600 Columbia Pike,Burtonsville,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.9347996,39.1116148,"15600 columbia pike, burtonsville, md 20866, usa"
Maryland,Righttime Medical Care,44980 St Andrew's Church Road,California,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/,-76.5224835,38.3037612,"44980 st andrews church rd suite f, california, md 20619, usa"
Maryland,Your Doc's In Urgent Care,300 Sunburst Hwy,Cambridge,Clinic,M-F 8am - 8pm; S/S 8am - 6pm,877-222-4937,,https://www.yourdocsin.com/,-76.0647999,38.5660904,"300 sunburst hwy, cambridge, md 21613, usa"
Maryland,CVS Health COVID-19 Testing Site,4840 Marlboro Pike,Capitol Heights,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-76.9299451,38.8737174,"4840 marlboro pike, capitol heights, md 20743, usa"
Maryland,CVS Health COVID-19 Testing Site,93059 Harford Road,Carney,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-76.4972104,39.4215075,"harford rd, maryland, usa"
Maryland,Righttime Medical Care,6500 Baltimore National Pike,Catonsville,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/,-76.7615097,39.2864047,"6500 baltimore national pike, catonsville, md 21228, usa"
Maryland,CVS Health COVID-19 Testing Site,6383 Ten Oaks Road,Clarksville,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.944096,39.2071146,"6383 ten oaks rd, clarksville, md 21029, usa"
Maryland,Walgreens,122 Cranbrook Road,Cockeysville,Drive-thru,9am-5pm,,No appointment needed.  A valid ID is required.  Bring insurance card if you have one.,,-76.6344782,39.4656109,"122 cranbrook rd, cockeysville, md 21030, usa"
Maryland,CVS Health COVID-19 Testing Site,5405 Lynx Lane,Columbia,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.8747111,39.2204887,"5405 lynx ln, columbia, md 21044, usa"
Maryland,University of Maryland Urgent Care,5890 Waterloo Road,Columbia,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 8AM\u20146PM,667-214-2100,Must be evaluated by phone first; priority is given to high-risk patients,https://www.umfpi.org/locations/urgent-care,-76.7986225,39.208431,"5890 waterloo rd, columbia, md 21045, usa"
Maryland,Righttime Medical Care,6334 Cedar Lane,Columbia,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/,-76.8850223,39.1975141,"6334 cedar ln, columbia, md 21044, usa"
Maryland,Righttime Medical Care,2225D Defense Hwy,Crofton,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/,-76.7012724,38.9906771,"2225 defense hwy, crofton, md 21114, usa"
Maryland,Vehicle Emissions Site,721 E Ordnance Rd,Curtis Bay,Drive-thru,,,"people with symptoms who are either a health-care worker, a first-responder, over 65 years old, live in group homes or are deemed \u201Cmedically unstable\u201D by their doctor.",https://aahealth.org/covid-19-testing-at-veip-sites/,-76.594071,39.204853,"721 e ordnance rd, baltimore, md 21226, usa"
Maryland,Your Doc's In Urgent Care,8163 Ocean Gateway,Easton,Clinic,M-F 8am - 8pm; S/S 8am - 6pm,877-222-4936,,https://www.yourdocsin.com/,-76.0596332,38.7733757,"8163 ocean gateway, easton, md 21601, usa"
Maryland,CVS Health COVID-19 Testing Site,1013 Woodbridge Center Way,Edgewood,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.3281799,39.4327735,"1013 woodbridge center way, edgewood, md 21040, usa"
Maryland,CVS Health COVID-19 Testing Site,6040 Sykesville Road,Eldersburg,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-76.9507578,39.4092484,"6040 sykesville rd, eldersburg, md 21784, usa"
Maryland,Centennial Medical Group,8186 Lark Brown Rd,Elkridge,Clinic,M-F 8am-4pm,410-730-3399,,https://www.centennialmedical.com/covid-19-testing-and-patient-faqs/,-76.795367,39.1894836,"8186 lark brown rd, elkridge, md 21075, usa"
Maryland,AllCare,9396 Baltimore Natl Pike,Ellicott City,Drive-thru,"M-F 6p-7p, S-S 12p-1p",,telemedicine visit first,https://allcarefamilymed.com/coronavirus,-76.8355813,39.2781087,"9396 baltimore national pike, ellicott city, md 21042, usa"
Maryland,CVS Health COVID-19 Testing Site,50 Eastern Boulevard,Essex,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-86.2097885,32.3807207,"50 eastern blvd, montgomery, al 36117, usa"
Maryland,CVS Health COVID-19 Testing Site,228 Mountain Road,Fallston,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-75.518494,40.9986674,"228 mountain rd, albrightsville, pa 18210, usa"
Maryland,vehicle emissions site,1631 Robin Cir Suite 3068,Forest Hill,Drive-thru,,,"people with symptoms who are either a health-care worker, a first-responder, over 65 years old, live in group homes or are deemed \u201Cmedically unstable\u201D by their doctor.",https://www.umms.org/uch/coronavirus/mobile-testing,-76.3626884,39.5695434,"1631 robin cir #3068, forest hill, md 21050, usa"
Maryland,CVS Health COVID-19 Testing Site,7012 Marlboro Pike,Forestville,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.884632,38.8503532,"7012 marlboro pike, forestville, md 20747, usa"
Maryland,CVS Health COVID-19 Testing Site,11906 Livingston Road,Fort Washington,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.9891991,38.7263747,"11906 livingston rd, fort washington, md 20749, usa"
Maryland,CVS Health COVID-19 Testing Site,8201 Oxon Hill Road,Fort Washington,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-77.0067407,38.7769794,"8201 oxon hill rd, fort washington, md 20744, usa"
Maryland,CVS Health COVID-19 Testing Site,1460B West Patrick Street,Frederick,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-77.4663829,39.4207843,"1460b w patrick st, frederick, md 21702, usa"
Maryland,Righttime Medical Care,201 Shorebird St,Frederick,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/,-77.3957526,39.4471383,"201 shorebird st, frederick, md 21701, usa"
Maryland,CVS Health COVID-19 Testing Site,2040 Rosemont Avenue,Frederick,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-77.4375788,39.4384942,"2040 rosemont ave, frederick, md 21702, usa"
Maryland,CVS Health COVID-19 Testing Site,8032 Liberty Road,Frederick,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-77.3864967,39.449291,"8032 liberty rd, frederick, md 21701, usa"
Maryland,CVS Health COVID-19 Testing Site,8197 Westside Boulevard,Fulton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-76.9089343,39.1481085,"8197 westside blvd, fulton, md 20759, usa"
Maryland,CVS Health COVID-19 Testing Site,12215 Darnestown Road,Gaithersburg,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-77.2538959,39.1186996,"12215 darnestown rd, gaithersburg, md 20878, usa"
Maryland,Righttime Medical Care,882 Muddy Branch Road,Gaithersburg,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/,-77.2164893,39.1154718,"882 muddy branch rd, gaithersburg, md 20878, usa"
Maryland,Chesapeake ERgent Care,1071 MD3 Suite 101,Gambrills,Drive-thru,,,,,-76.6889427,39.0255941,"1071 md-3 #101, gambrills, md 21054, usa"
Maryland,Medical Access,12321 Middlebrook Rd,Germantown,Clinic,M-F 8am - 8pm; S/S 8am - 4 pm,301-273-7549,,https://www.medicalaccessmd.com/coronavirus-covid-19,-77.2553775,39.1764236,"12321 middlebrook road, germantown, md 20874, usa"
Maryland,CVS Health COVID-19 Testing Site,12825 Wisteria Drive,Germantown,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-77.268936,39.1771248,"12825 wisteria dr, germantown, md 20874, usa"
Maryland,Upcounty Regional Services Center,12900 Middlebrook Road,Germantown,,Mondays,240-777-1755,Appt only; PCP referral,https://montgomerycountymd.gov/HHS/RightNav/Coronavirus.html,-77.2684616,39.1789746,"12900 middlebrook road, germantown, md 20874, usa"
Maryland,Righttime Medical Care,19777 Frederick Road,Germantown,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/,-77.2379557,39.1793701,"19777 frederick rd, germantown, md 20876, usa"
Maryland,CVS Health COVID-19 Testing Site,19901 Frederick Road,Germantown,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-77.2379108,39.1820436,"19901 frederick rd, germantown, md 20876, usa"
Maryland,CVS Health COVID-19 Testing Site,7400 Ritchie Highway,Glen Burnie,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.6229297,39.1673176,"7400 ritchie hwy, glen burnie, md 21061, usa"
Maryland,CVS Health COVID-19 Testing Site,8601 Martin Luther King Jr Hwy,Glenarden,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.8580875,38.9372531,"8601 martin luther king jr hwy, lanham, md 20706, usa"
Maryland,CVS Health COVID-19 Testing Site,5910 Greenbelt Road,Greenbelt,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-76.9132119,38.9985941,"5910 greenbelt rd, greenbelt, md 20770, usa"
Maryland,CVS Health COVID-19 Testing Site,10 East Wilson Boulevard,Hagerstown,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-77.727369,39.6244242,"10 e wilson blvd, hagerstown, md 21740, usa"
Maryland,Meritus,13620 Crayton Blvd,Hagerstown,Drive-thru,M-F 8-4; SSu 11-3,,symptomatic,https://www.meritushealth.com/patients-visitors/public-notice/,-77.7312315,39.6907885,"13620 crayton blvd, hagerstown, md 21742, usa"
Maryland,CVS Health COVID-19 Testing Site,1503 Potomac Avenue,Hagerstown,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-77.7018795,39.6629375,"1503 potomac ave, hagerstown, md 21742, usa"
Maryland,Meritus Health,24 N Walnut Street,Hagerstown,Hospital,Mon\u2014Fri 10AM\u20144PM,301-790-8000,Must have symptoms,https://www.meritushealth.com/patients-visitors/public-notice/,-77.7240173,39.6449072,"24 n walnut st, hagerstown, md 21740, usa"
Maryland,Righttime Medical Care,7698 Dorchester Blvd,Hanover,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/,-76.7423996,39.1545925,"7698 dorchester blvd, hanover, md 21076, usa"
Maryland,CVS Health COVID-19 Testing Site,7706 Milestone Parkway,Hanover,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-76.7440227,39.1543004,"7706 milestone pkwy, hanover, md 21076, usa"
Maryland,CVS Health COVID-19 Testing Site,1008 Pulaski Highway,Havre De Grace,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-76.3398305,39.4318416,"1008 pulaski hwy, joppa, md 21085, usa"
Maryland,CVS Health COVID-19 Testing Site,5621 Sargent Road,Hyattsville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-76.9863825,38.9587795,"5621 sargent rd, hyattsville, md 20782, usa"
Maryland,CVS Health COVID-19 Testing Site,7650 Port Capital Dr,Jessup,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.777879,39.174216,"7650 port capital dr, elkridge, md 21075, usa"
Maryland,Righttime Medical Care,500 Charles Street,La Plata,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/,-88.056947,30.6774295,"500 charles st, mobile, al 36604, usa"
Maryland,FedEx Field,1600 Fedex Way,Landover,Drive-thru,,301-883-6627,appts only;,,-76.8639884,38.9081324,"1600 fedex way, hyattsville, md 20785, usa"
Maryland,CVS Health COVID-19 Testing Site,7401 Annapolis Road,Landover Hills,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.887216,38.948092,"7401 annapolis rd, hyattsville, md 20784, usa"
Maryland,Doctors Community Hospital,8118 Good Luck Rd,Lanham,Drive-thru,,,,,-76.8651595,38.9808223,"8118 good luck rd, lanham, md 20706, usa"
Maryland,CVS Health COVID-19 Testing Site,8201 Annapolis Road,New Carrolton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-76.8723663,38.9550364,"8201 annapolis rd, new carrollton, md 20784, usa"
Maryland,CVS Health COVID-19 Testing Site,5414 Rotary Avenue,New Market,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-77.256051,39.3825097,"5414 rotary ave, new market, md 21774, usa"
Maryland,CVS Health COVID-19 Testing Site,4140 Joppa Road,Nottingham,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.4808441,39.3992596,"4140 e joppa rd, nottingham, md 21236, usa"
Maryland,CVS Health COVID-19 Testing Site,12001 Coastal Highway,Ocean City,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-75.056369,38.4262769,"12001 coastal hwy, ocean city, md 21842, usa"
Maryland,Your Doc's In Urgent Care,12385 Ocean Gateway,Ocean City,Clinic,M-F 8am - 8pm; S/S 8am - 6pm,877-222-4939,,https://www.yourdocsin.com/,-75.1245966,38.3401187,"12385 ocean gateway, ocean city, md 21842, usa"
Maryland,CVS Health COVID-19 Testing Site,1102 Annapolis Road,Odenton,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.6841772,39.0791661,"1102 annapolis rd, odenton, md 21113, usa"
Maryland,Righttime Medical Care,18045 Georgia Ave,Olney,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/,-77.0664354,39.1521539,"18045 georgia ave, olney, md 20832, usa"
Maryland,CVS Health COVID-19 Testing Site,10201 Reisterstown Road,Owings Mills,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.7741377,39.4157612,"10201 reisterstown rd, owings mills, md 21117, usa"
Maryland,Owings Mills Vehicle Emissions Inspection Program,11510 Cronridge Dr,Owings Mills,Drive-thru,WF,410-887-3816,referral; appt only,https://www.baltimorecountymd.gov/News/BaltimoreCountyNow/baltimore-county-announces-two-new-covid-19-testing-sites,-76.7744633,39.4423209,"11510 cronridge dr, owings mills, md 21117, usa"
Maryland,Righttime Medical Care,8125H Ritchie Hwy,Pasadena,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/,-76.587562,39.1248008,"8125 ritchie hwy, pasadena, md 21122, usa"
